country,food_group,food_supply
Saudi Arabia,Miscellaneous,22.2
Saudi Arabia,"Pulses, seeds and nuts and their products",93.0
Saudi Arabia,"Roots, tubers, plantains and their products",67.6
Saudi Arabia,Spices and condiments,27.6
Saudi Arabia,Sweets and sugars,418.2
Saudi Arabia,Vegetables and their products,64.2
Senegal,Beverages,7.2
Senegal,Cereals and their products,1527.6
Senegal,Eggs and their products,10.6
Senegal,Fats and oils,387.6
Senegal,"Fish, shellfish and their products",28.0
Senegal,Foods for particular nutritional uses,1.2
Senegal,Fruits and their products,66.6
Senegal,Meat and meat products,97.2
Senegal,Milk and milk products,32.8
Senegal,Miscellaneous,0.0
Senegal,"Pulses, seeds and nuts and their products",198.4
Senegal,"Roots, tubers, plantains and their products",139.6
Senegal,Spices and condiments,4.8
Senegal,Sweets and sugars,183.8
Senegal,Vegetables and their products,59.4
Serbia,Beverages,170.0
Serbia,Cereals and their products,1727.0
Serbia,Eggs and their products,42.0
Serbia,Fats and oils,321.6
Serbia,"Fish, shellfish and their products",17.6
Serbia,Foods for particular nutritional uses,0.0
Serbia,Fruits and their products,220.2
Serbia,Meat and meat products,396.2
Serbia,Milk and milk products,356.4
Serbia,"Pulses, seeds and nuts and their products",119.0
Serbia,"Roots, tubers, plantains and their products",91.0
Serbia,Spices and condiments,5.4
Serbia,Sweets and sugars,267.4
Serbia,Vegetables and their products,62.4
Seychelles,Beverages,213.8
Seychelles,Cereals and their products,956.6
Seychelles,Eggs and their products,31.6
Seychelles,Fats and oils,207.4
Seychelles,"Fish, shellfish and their products",89.4
Seychelles,Foods for particular nutritional uses,4.8
Seychelles,Fruits and their products,86.8
Seychelles,Meat and meat products,284.4
Seychelles,Milk and milk products,125.2
Seychelles,Miscellaneous,71.2
Seychelles,"Pulses, seeds and nuts and their products",196.8
Seychelles,"Roots, tubers, plantains and their products",60.8
Seychelles,Spices and condiments,37.8
Seychelles,Sweets and sugars,455.6
Seychelles,Vegetables and their products,75.4
Sierra Leone,Beverages,6.2
Sierra Leone,Cereals and their products,1228.8
Sierra Leone,Eggs and their products,5.0
Sierra Leone,Fats and oils,191.2
Sierra Leone,"Fish, shellfish and their products",58.2
Sierra Leone,Foods for particular nutritional uses,1.2
Sierra Leone,Fruits and their products,37.4
Sierra Leone,Meat and meat products,50.0
Sierra Leone,Milk and milk products,16.0
Sierra Leone,Miscellaneous,7.6
Sierra Leone,"Pulses, seeds and nuts and their products",133.0
Sierra Leone,"Roots, tubers, plantains and their products",492.0
Sierra Leone,Spices and condiments,6.0
Sierra Leone,Sweets and sugars,93.2
Sierra Leone,Vegetables and their products,42.0
Slovakia,Beverages,210.4
Slovakia,Cereals and their products,662.4
Slovakia,Eggs and their products,34.0
Slovakia,Fats and oils,879.8
Slovakia,"Fish, shellfish and their products",21.2
Slovakia,Foods for particular nutritional uses,3.4
Slovakia,Fruits and their products,75.0
Slovakia,Meat and meat products,277.8
Slovakia,Milk and milk products,216.8
Slovakia,Miscellaneous,0.0
Slovakia,"Pulses, seeds and nuts and their products",56.4
Slovakia,"Roots, tubers, plantains and their products",95.6
Slovakia,Spices and condiments,4.8
Slovakia,Sweets and sugars,407.2
Slovakia,Vegetables and their products,52.0
Slovenia,Beverages,184.4
Slovenia,Cereals and their products,995.4
Slovenia,Eggs and their products,34.6
Slovenia,Fats and oils,460.2
Slovenia,"Fish, shellfish and their products",21.0
Slovenia,Foods for particular nutritional uses,0.2
Slovenia,Fruits and their products,153.2
Slovenia,Meat and meat products,280.8
Slovenia,Milk and milk products,308.2
Slovenia,Miscellaneous,29.4
Slovenia,"Pulses, seeds and nuts and their products",73.6
Slovenia,"Roots, tubers, plantains and their products",84.6
Slovenia,Spices and condiments,5.4
Slovenia,Sweets and sugars,446.4
Slovenia,Vegetables and their products,74.0
Solomon Islands,Beverages,34.4
Solomon Islands,Cereals and their products,718.0
Solomon Islands,Eggs and their products,3.0
Solomon Islands,Fats and oils,240.0
Solomon Islands,"Fish, shellfish and their products",67.8
Solomon Islands,Foods for particular nutritional uses,0.0
Solomon Islands,Fruits and their products,41.0
Solomon Islands,Meat and meat products,75.2
Solomon Islands,Milk and milk products,18.0
Solomon Islands,Miscellaneous,17.8
Solomon Islands,"Pulses, seeds and nuts and their products",194.4
Solomon Islands,"Roots, tubers, plantains and their products",672.8
Solomon Islands,Spices and condiments,3.0
Solomon Islands,Sweets and sugars,162.4
Solomon Islands,Vegetables and their products,8.4
South Africa,Beverages,155.0
South Africa,Cereals and their products,1213.8
South Africa,Eggs and their products,24.8
South Africa,Fats and oils,465.0
South Africa,"Fish, shellfish and their products",10.4
South Africa,Foods for particular nutritional uses,0.0
South Africa,Fruits and their products,29.0
South Africa,Meat and meat products,305.6
South Africa,Milk and milk products,91.6
South Africa,Miscellaneous,0.0
South Africa,"Pulses, seeds and nuts and their products",36.8
South Africa,"Roots, tubers, plantains and their products",64.4
South Africa,Spices and condiments,4.8
South Africa,Sweets and sugars,298.0
South Africa,Vegetables and their products,32.0
Spain,Beverages,173.2
Spain,Cereals and their products,757.8
Spain,Eggs and their products,50.2
Spain,Fats and oils,789.6
Spain,"Fish, shellfish and their products",71.2
Spain,Fruits and their products,133.0
Spain,Meat and meat products,418.0
Spain,Milk and milk products,319.0
Spain,Miscellaneous,0.0
Spain,"Pulses, seeds and nuts and their products",139.6
Spain,"Roots, tubers, plantains and their products",106.2
Spain,Spices and condiments,1.6
Spain,Sweets and sugars,326.4
Spain,Vegetables and their products,74.4
Sri Lanka,Beverages,15.4
Sri Lanka,Cereals and their products,1613.6
Sri Lanka,Eggs and their products,14.4
Sri Lanka,Fats and oils,105.4
Sri Lanka,"Fish, shellfish and their products",58.4
Sri Lanka,Foods for particular nutritional uses,0.8
Sri Lanka,Fruits and their products,19.6
Sri Lanka,Meat and meat products,45.6
Sri Lanka,Milk and milk products,91.8
Sri Lanka,Miscellaneous,0.4
Sri Lanka,"Pulses, seeds and nuts and their products",244.6
Sri Lanka,"Roots, tubers, plantains and their products",129.2
Sri Lanka,Spices and condiments,50.6
Sri Lanka,Sweets and sugars,335.8
Sri Lanka,Vegetables and their products,55.8
Suriname,Beverages,143.4
Suriname,Cereals and their products,1010.6
Suriname,Eggs and their products,20.6
Suriname,Fats and oils,324.4
Suriname,"Fish, shellfish and their products",34.0
Suriname,Foods for particular nutritional uses,14.4
Suriname,Fruits and their products,66.6
Suriname,Meat and meat products,254.2
Suriname,Milk and milk products,67.2
Suriname,Miscellaneous,32.4
Suriname,"Pulses, seeds and nuts and their products",56.8
Suriname,"Roots, tubers, plantains and their products",85.8
Suriname,Spices and condiments,5.4
Suriname,Sweets and sugars,455.0
Suriname,Vegetables and their products,42.6
Sweden,Beverages,191.2
Sweden,Cereals and their products,852.0
Sweden,Eggs and their products,45.2
Sweden,Fats and oils,649.0
Sweden,"Fish, shellfish and their products",52.4
Sweden,Foods for particular nutritional uses,2.0
Sweden,Fruits and their products,80.0
Sweden,Meat and meat products,335.0
Sweden,Milk and milk products,433.4
Sweden,Miscellaneous,24.0
Sweden,"Pulses, seeds and nuts and their products",76.4
Sweden,"Roots, tubers, plantains and their products",104.8
Sweden,Spices and condiments,9.4
Sweden,Sweets and sugars,377.6
Sweden,Vegetables and their products,70.4
Switzerland,Beverages,202.8
Switzerland,Cereals and their products,663.6
Switzerland,Eggs and their products,38.8
Switzerland,Fats and oils,722.6
Switzerland,"Fish, shellfish and their products",27.4
Switzerland,Foods for particular nutritional uses,0.0
Switzerland,Fruits and their products,105.8
Switzerland,Meat and meat products,331.0
Switzerland,Milk and milk products,495.8
Switzerland,Miscellaneous,11.6
Switzerland,"Pulses, seeds and nuts and their products",110.6
Switzerland,"Roots, tubers, plantains and their products",80.4
Switzerland,Spices and condiments,7.0
Switzerland,Sweets and sugars,575.0
Switzerland,Vegetables and their products,67.6
Syrian Arab Republic,Beverages,13.8
Syrian Arab Republic,Cereals and their products,1213.8
Syrian Arab Republic,Eggs and their products,19.8
Syrian Arab Republic,Fats and oils,314.6
Syrian Arab Republic,"Fish, shellfish and their products",2.4
Syrian Arab Republic,Foods for particular nutritional uses,0.6
Syrian Arab Republic,Fruits and their products,127.4
Syrian Arab Republic,Meat and meat products,92.4
Syrian Arab Republic,Milk and milk products,160.0
Syrian Arab Republic,Miscellaneous,4.0
Syrian Arab Republic,"Pulses, seeds and nuts and their products",165.4
Syrian Arab Republic,"Roots, tubers, plantains and their products",41.0
Syrian Arab Republic,Spices and condiments,15.2
Syrian Arab Republic,Sweets and sugars,151.6
Syrian Arab Republic,Vegetables and their products,58.6
Tajikistan,Beverages,8.2
Tajikistan,Cereals and their products,1191.2
Tajikistan,Eggs and their products,16.6
Tajikistan,Fats and oils,349.6
Tajikistan,"Fish, shellfish and their products",1.6
Tajikistan,Foods for particular nutritional uses,1.4
Tajikistan,Fruits and their products,100.2
Tajikistan,Meat and meat products,208.4
Tajikistan,Milk and milk products,196.2
Tajikistan,Miscellaneous,8.8
Tajikistan,"Pulses, seeds and nuts and their products",71.0
Tajikistan,"Roots, tubers, plantains and their products",71.8
Tajikistan,Spices and condiments,23.2
Tajikistan,Sweets and sugars,311.8
Tajikistan,Vegetables and their products,155.0
Thailand,Beverages,156.0
Thailand,Cereals and their products,1363.0
Thailand,Eggs and their products,44.2
Thailand,Fats and oils,268.2
Thailand,"Fish, shellfish and their products",65.0
Thailand,Foods for particular nutritional uses,0.2
Thailand,Fruits and their products,86.4
Thailand,Meat and meat products,141.0
Thailand,Milk and milk products,47.0
Thailand,Miscellaneous,0.0
Thailand,"Pulses, seeds and nuts and their products",75.6
Thailand,"Roots, tubers, plantains and their products",34.6
Thailand,Spices and condiments,54.8
Thailand,Sweets and sugars,474.8
Thailand,Vegetables and their products,34.6
Timor-Leste,Beverages,33.4
Timor-Leste,Cereals and their products,1286.8
Timor-Leste,Eggs and their products,7.8
Timor-Leste,Fats and oils,287.0
Timor-Leste,"Fish, shellfish and their products",15.0
Timor-Leste,Foods for particular nutritional uses,1.6
Timor-Leste,Fruits and their products,23.2
Timor-Leste,Meat and meat products,174.0
Timor-Leste,Milk and milk products,23.8
Timor-Leste,Miscellaneous,24.8
Timor-Leste,"Pulses, seeds and nuts and their products",105.8
Timor-Leste,"Roots, tubers, plantains and their products",84.0
Timor-Leste,Spices and condiments,3.6
Timor-Leste,Sweets and sugars,165.4
Timor-Leste,Vegetables and their products,23.4
Tonga,Beverages,69.2
Tonga,Cereals and their products,608.4
Tonga,Eggs and their products,13.2
Tonga,Fats and oils,273.6
Tonga,"Fish, shellfish and their products",63.2
Tonga,Foods for particular nutritional uses,0.4
Tonga,Fruits and their products,71.2
Tonga,Meat and meat products,737.2
Tonga,Milk and milk products,95.4
Tonga,Miscellaneous,57.2
Tonga,"Pulses, seeds and nuts and their products",188.0
Tonga,"Roots, tubers, plantains and their products",284.0
Tonga,Spices and condiments,22.2
Tonga,Sweets and sugars,333.6
Tonga,Vegetables and their products,161.4
Trinidad and Tobago,Beverages,102.0
Trinidad and Tobago,Cereals and their products,1129.8
Trinidad and Tobago,Eggs and their products,15.2
Trinidad and Tobago,Fats and oils,524.6
Trinidad and Tobago,"Fish, shellfish and their products",34.6
Trinidad and Tobago,Foods for particular nutritional uses,11.4
Trinidad and Tobago,Fruits and their products,70.0
Trinidad and Tobago,Meat and meat products,269.2
Trinidad and Tobago,Milk and milk products,155.0
Trinidad and Tobago,Miscellaneous,0.0
Trinidad and Tobago,"Pulses, seeds and nuts and their products",133.6
Trinidad and Tobago,"Roots, tubers, plantains and their products",86.8
Trinidad and Tobago,Spices and condiments,13.8
Trinidad and Tobago,Sweets and sugars,408.6
Trinidad and Tobago,Vegetables and their products,37.6
Tunisia,Beverages,43.0
Tunisia,Cereals and their products,1566.8
Tunisia,Eggs and their products,24.8
Tunisia,Fats and oils,525.8
Tunisia,"Fish, shellfish and their products",31.0
Tunisia,Foods for particular nutritional uses,1.2
Tunisia,Fruits and their products,225.6
Tunisia,Meat and meat products,131.0
Tunisia,Milk and milk products,211.0
Tunisia,Miscellaneous,0.0
Tunisia,"Pulses, seeds and nuts and their products",153.4
Tunisia,"Roots, tubers, plantains and their products",50.8
Tunisia,Spices and condiments,22.6
Tunisia,Sweets and sugars,344.2
Tunisia,Vegetables and their products,160.6
Turkmenistan,Beverages,24.2
Turkmenistan,Cereals and their products,1269.2
Turkmenistan,Eggs and their products,40.4
Turkmenistan,Fats and oils,208.0
Turkmenistan,"Fish, shellfish and their products",5.0
Turkmenistan,Foods for particular nutritional uses,0.6
Turkmenistan,Fruits and their products,107.2
Turkmenistan,Meat and meat products,292.8
Turkmenistan,Milk and milk products,520.8
Turkmenistan,Miscellaneous,5.0
Turkmenistan,"Pulses, seeds and nuts and their products",38.6
Turkmenistan,"Roots, tubers, plantains and their products",89.4
Turkmenistan,Spices and condiments,0.0
Turkmenistan,Sweets and sugars,186.0
Turkmenistan,Vegetables and their products,57.8
Tuvalu,Beverages,54.8
Tuvalu,Cereals and their products,841.2
Tuvalu,Eggs and their products,27.8
Tuvalu,Fats and oils,211.2
Tuvalu,"Fish, shellfish and their products",104.4
Tuvalu,Foods for particular nutritional uses,0.0
Tuvalu,Fruits and their products,133.6
Tuvalu,Meat and meat products,384.0
Tuvalu,Milk and milk products,56.0
Tuvalu,Miscellaneous,72.8
Tuvalu,"Pulses, seeds and nuts and their products",449.6
Tuvalu,"Roots, tubers, plantains and their products",51.0
Tuvalu,Spices and condiments,4.8
Tuvalu,Sweets and sugars,743.6
Tuvalu,Vegetables and their products,51.6
Türkiye,Beverages,34.6
Türkiye,Cereals and their products,1411.2
Türkiye,Eggs and their products,34.4
Türkiye,Fats and oils,614.2
Türkiye,"Fish, shellfish and their products",9.2
Türkiye,Foods for particular nutritional uses,1.4
Türkiye,Fruits and their products,223.8
Türkiye,Meat and meat products,206.6
Türkiye,Milk and milk products,403.6
Türkiye,"Pulses, seeds and nuts and their products",250.4
Türkiye,"Roots, tubers, plantains and their products",85.2
Türkiye,Spices and condiments,45.6
Türkiye,Sweets and sugars,319.2
Türkiye,Vegetables and their products,145.6
Uganda,Beverages,71.2
Uganda,Cereals and their products,778.8
Uganda,Eggs and their products,3.0
Uganda,Fats and oils,240.4
Uganda,"Fish, shellfish and their products",32.4
Uganda,Foods for particular nutritional uses,0.0
Uganda,Fruits and their products,2.0
Uganda,Meat and meat products,62.2
Uganda,Milk and milk products,101.2
Uganda,Miscellaneous,1.2
Uganda,"Pulses, seeds and nuts and their products",183.8
Uganda,"Roots, tubers, plantains and their products",680.8
Uganda,Spices and condiments,1.0
Uganda,Sweets and sugars,132.0
Uganda,Vegetables and their products,23.8
Ukraine,Beverages,140.6
Ukraine,Cereals and their products,958.4
Ukraine,Eggs and their products,60.0
Ukraine,Fats and oils,303.2
Ukraine,"Fish, shellfish and their products",25.8
Ukraine,Foods for particular nutritional uses,1.0
Ukraine,Fruits and their products,80.2
Ukraine,Meat and meat products,227.0
Ukraine,Milk and milk products,280.4
Ukraine,Miscellaneous,0.0
Ukraine,"Pulses, seeds and nuts and their products",38.0
Ukraine,"Roots, tubers, plantains and their products",232.6
Ukraine,Spices and condiments,1.6
Ukraine,Sweets and sugars,370.4
Ukraine,Vegetables and their products,122.2
United Arab Emirates,Beverages,19.2
United Arab Emirates,Cereals and their products,1074.2
United Arab Emirates,Eggs and their products,26.2
United Arab Emirates,Fats and oils,733.0
United Arab Emirates,"Fish, shellfish and their products",45.4
United Arab Emirates,Foods for particular nutritional uses,4.0
United Arab Emirates,Fruits and their products,131.4
United Arab Emirates,Meat and meat products,295.0
United Arab Emirates,Milk and milk products,173.2
United Arab Emirates,Miscellaneous,4.4
United Arab Emirates,"Pulses, seeds and nuts and their products",221.0
United Arab Emirates,"Roots, tubers, plantains and their products",55.2
United Arab Emirates,Spices and condiments,28.0
United Arab Emirates,Sweets and sugars,301.6
United Arab Emirates,Vegetables and their products,71.6
United Kingdom of Great Britain and Northern Ireland,Beverages,172.4
United Kingdom of Great Britain and Northern Ireland,Cereals and their products,889.4
United Kingdom of Great Britain and Northern Ireland,Eggs and their products,38.8
United Kingdom of Great Britain and Northern Ireland,Fats and oils,599.4
United Kingdom of Great Britain and Northern Ireland,"Fish, shellfish and their products",32.8
United Kingdom of Great Britain and Northern Ireland,Foods for particular nutritional uses,6.0
United Kingdom of Great Britain and Northern Ireland,Fruits and their products,103.2
United Kingdom of Great Britain and Northern Ireland,Meat and meat products,386.4
United Kingdom of Great Britain and Northern Ireland,Milk and milk products,359.6
United Kingdom of Great Britain and Northern Ireland,Miscellaneous,40.4
United Kingdom of Great Britain and Northern Ireland,"Pulses, seeds and nuts and their products",73.8
United Kingdom of Great Britain and Northern Ireland,"Roots, tubers, plantains and their products",126.4
United Kingdom of Great Britain and Northern Ireland,Spices and condiments,9.6
United Kingdom of Great Britain and Northern Ireland,Sweets and sugars,454.2
United Kingdom of Great Britain and Northern Ireland,Vegetables and their products,73.2
United Republic of Tanzania,Beverages,54.6
United Republic of Tanzania,Cereals and their products,1064.6
United Republic of Tanzania,Eggs and their products,7.8
United Republic of Tanzania,Fats and oils,271.0
United Republic of Tanzania,"Fish, shellfish and their products",14.2
United Republic of Tanzania,Foods for particular nutritional uses,0.2
United Republic of Tanzania,Fruits and their products,95.0
United Republic of Tanzania,Meat and meat products,66.4
United Republic of Tanzania,Milk and milk products,81.2
United Republic of Tanzania,Miscellaneous,0.8
United Republic of Tanzania,"Pulses, seeds and nuts and their products",260.2
United Republic of Tanzania,"Roots, tubers, plantains and their products",377.4
United Republic of Tanzania,Spices and condiments,1.4
United Republic of Tanzania,Sweets and sugars,114.8
United Republic of Tanzania,Vegetables and their products,30.2
United States of America,Beverages,186.6
United States of America,Cereals and their products,775.0
United States of America,Eggs and their products,55.0
United States of America,Fats and oils,862.8
United States of America,"Fish, shellfish and their products",29.6
United States of America,Foods for particular nutritional uses,0.0
United States of America,Fruits and their products,109.0
United States of America,Meat and meat products,494.6
United States of America,Milk and milk products,395.4
United States of America,Miscellaneous,1.5
United States of America,"Pulses, seeds and nuts and their products",149.0
United States of America,"Roots, tubers, plantains and their products",98.8
United States of America,Spices and condiments,9.4
United States of America,Sweets and sugars,649.6
United States of America,Vegetables and their products,69.8
Uruguay,Beverages,136.4
Uruguay,Cereals and their products,1014.8
Uruguay,Eggs and their products,48.0
Uruguay,Fats and oils,475.2
Uruguay,"Fish, shellfish and their products",18.6
Uruguay,Foods for particular nutritional uses,1.2
Uruguay,Fruits and their products,101.2
Uruguay,Meat and meat products,319.6
Uruguay,Milk and milk products,429.8
Uruguay,Miscellaneous,16.4
Uruguay,"Pulses, seeds and nuts and their products",52.2
Uruguay,"Roots, tubers, plantains and their products",112.0
Uruguay,Spices and condiments,2.0
Uruguay,Sweets and sugars,533.8
Uruguay,Vegetables and their products,50.8
Uzbekistan,Beverages,33.8
Uzbekistan,Cereals and their products,1330.6
Uzbekistan,Eggs and their products,33.6
Uzbekistan,Fats and oils,343.4
Uzbekistan,"Fish, shellfish and their products",10.6
Uzbekistan,Foods for particular nutritional uses,1.2
Uzbekistan,Fruits and their products,174.2
Uzbekistan,Meat and meat products,244.6
Uzbekistan,Milk and milk products,493.2
Uzbekistan,Miscellaneous,2.6
Uzbekistan,"Pulses, seeds and nuts and their products",35.0
Uzbekistan,"Roots, tubers, plantains and their products",159.2
Uzbekistan,Spices and condiments,2.0
Uzbekistan,Sweets and sugars,213.8
Uzbekistan,Vegetables and their products,181.8
Vanuatu,Beverages,33.6
Vanuatu,Cereals and their products,884.0
Vanuatu,Eggs and their products,8.8
Vanuatu,Fats and oils,295.2
Vanuatu,"Fish, shellfish and their products",67.4
Vanuatu,Foods for particular nutritional uses,0.0
Vanuatu,Fruits and their products,159.2
Vanuatu,Meat and meat products,195.8
Vanuatu,Milk and milk products,49.0
Vanuatu,Miscellaneous,15.0
Vanuatu,"Pulses, seeds and nuts and their products",528.8
Vanuatu,"Roots, tubers, plantains and their products",349.0
Vanuatu,Spices and condiments,3.6
Vanuatu,Sweets and sugars,280.2
Vanuatu,Vegetables and their products,47.0
Venezuela (Bolivarian Republic of),Beverages,32.6
Venezuela (Bolivarian Republic of),Cereals and their products,951.2
Venezuela (Bolivarian Republic of),Eggs and their products,22.2
Venezuela (Bolivarian Republic of),Fats and oils,484.0
Venezuela (Bolivarian Republic of),"Fish, shellfish and their products",15.0
Venezuela (Bolivarian Republic of),Foods for particular nutritional uses,14.0
Venezuela (Bolivarian Republic of),Fruits and their products,94.0
Venezuela (Bolivarian Republic of),Meat and meat products,155.4
Venezuela (Bolivarian Republic of),Milk and milk products,164.2
Venezuela (Bolivarian Republic of),Miscellaneous,6.0
Venezuela (Bolivarian Republic of),"Pulses, seeds and nuts and their products",92.8
Venezuela (Bolivarian Republic of),"Roots, tubers, plantains and their products",116.6
Venezuela (Bolivarian Republic of),Spices and condiments,0.4
Venezuela (Bolivarian Republic of),Sweets and sugars,354.0
Venezuela (Bolivarian Republic of),Vegetables and their products,27.8
Viet Nam,Beverages,79.2
Viet Nam,Cereals and their products,1622.2
Viet Nam,Eggs and their products,13.2
Viet Nam,Fats and oils,162.0
Viet Nam,"Fish, shellfish and their products",71.4
Viet Nam,Foods for particular nutritional uses,2.0
Viet Nam,Fruits and their products,105.0
Viet Nam,Meat and meat products,303.6
Viet Nam,Milk and milk products,45.6
Viet Nam,"Pulses, seeds and nuts and their products",167.2
Viet Nam,"Roots, tubers, plantains and their products",49.0
Viet Nam,Spices and condiments,13.2
Viet Nam,Sweets and sugars,246.8
Viet Nam,Vegetables and their products,121.4
Yemen,Beverages,7.4
Yemen,Cereals and their products,1108.6
Yemen,Eggs and their products,5.6
Yemen,Fats and oils,197.8
Yemen,"Fish, shellfish and their products",4.4
Yemen,Foods for particular nutritional uses,1.8
Yemen,Fruits and their products,50.8
Yemen,Meat and meat products,67.0
Yemen,Milk and milk products,45.8
Yemen,Miscellaneous,6.4
Yemen,"Pulses, seeds and nuts and their products",61.6
Yemen,"Roots, tubers, plantains and their products",12.6
Yemen,Spices and condiments,56.8
Yemen,Sweets and sugars,281.4
Yemen,Vegetables and their products,14.4
Zambia,Beverages,40.4
Zambia,Cereals and their products,955.4
Zambia,Eggs and their products,10.0
Zambia,Fats and oils,205.6
Zambia,"Fish, shellfish and their products",24.2
Zambia,Foods for particular nutritional uses,0.6
Zambia,Fruits and their products,7.8
Zambia,Meat and meat products,93.4
Zambia,Milk and milk products,10.2
Zambia,Miscellaneous,4.4
Zambia,"Pulses, seeds and nuts and their products",122.4
Zambia,"Roots, tubers, plantains and their products",572.4
Zambia,Spices and condiments,2.0
Zambia,Sweets and sugars,116.2
Zambia,Vegetables and their products,16.2
Zimbabwe,Beverages,66.8
Zimbabwe,Cereals and their products,982.6
Zimbabwe,Eggs and their products,4.8
Zimbabwe,Fats and oils,336.0
Zimbabwe,"Fish, shellfish and their products",5.6
Zimbabwe,Foods for particular nutritional uses,0.6
Zimbabwe,Fruits and their products,64.0
Zimbabwe,Meat and meat products,306.2
Zimbabwe,Milk and milk products,47.8
Zimbabwe,Miscellaneous,4.4
Zimbabwe,"Pulses, seeds and nuts and their products",86.2
Zimbabwe,"Roots, tubers, plantains and their products",137.2
Zimbabwe,Spices and condiments,11.2
Zimbabwe,Sweets and sugars,163.2
Zimbabwe,Vegetables and their products,64.6
