country,food_group,food_supply
Dominican Republic,"Fish, shellfish and their products",29.2
Dominican Republic,Foods for particular nutritional uses,10.4
Dominican Republic,Fruits and their products,425.6
Dominican Republic,Meat and meat products,240.2
Dominican Republic,Milk and milk products,194.0
Dominican Republic,Miscellaneous,0.2
Dominican Republic,"Pulses, seeds and nuts and their products",175.6
Dominican Republic,"Roots, tubers, plantains and their products",273.0
Dominican Republic,Spices and condiments,3.2
Dominican Republic,Sweets and sugars,422.8
Dominican Republic,Vegetables and their products,54.8
Ecuador,Beverages,122.8
Ecuador,Cereals and their products,977.2
Ecuador,Eggs and their products,27.4
Ecuador,Fats and oils,550.6
Ecuador,"Fish, shellfish and their products",11.0
Ecuador,Foods for particular nutritional uses,2.6
Ecuador,Fruits and their products,42.4
Ecuador,Meat and meat products,241.0
Ecuador,Milk and milk products,182.6
Ecuador,Miscellaneous,4.6
Ecuador,"Pulses, seeds and nuts and their products",40.8
Ecuador,"Roots, tubers, plantains and their products",111.4
Ecuador,Spices and condiments,2.8
Ecuador,Sweets and sugars,231.8
Ecuador,Vegetables and their products,16.6
Egypt,Beverages,3.0
Egypt,Cereals and their products,1907.6
Egypt,Eggs and their products,14.2
Egypt,Fats and oils,228.4
Egypt,"Fish, shellfish and their products",42.4
Egypt,Foods for particular nutritional uses,1.2
Egypt,Fruits and their products,200.8
Egypt,Meat and meat products,122.2
Egypt,Milk and milk products,96.8
Egypt,Miscellaneous,0.0
Egypt,"Pulses, seeds and nuts and their products",47.6
Egypt,"Roots, tubers, plantains and their products",70.8
Egypt,Spices and condiments,7.8
Egypt,Sweets and sugars,273.4
Egypt,Vegetables and their products,95.0
El Salvador,Beverages,74.4
El Salvador,Cereals and their products,1288.4
El Salvador,Eggs and their products,30.4
El Salvador,Fats and oils,235.6
El Salvador,"Fish, shellfish and their products",15.0
El Salvador,Foods for particular nutritional uses,4.8
El Salvador,Fruits and their products,86.2
El Salvador,Meat and meat products,181.8
El Salvador,Milk and milk products,205.0
El Salvador,Miscellaneous,19.2
El Salvador,"Pulses, seeds and nuts and their products",202.4
El Salvador,"Roots, tubers, plantains and their products",89.6
El Salvador,Spices and condiments,1.6
El Salvador,Sweets and sugars,363.6
El Salvador,Vegetables and their products,54.0
Estonia,Beverages,338.6
Estonia,Cereals and their products,530.6
Estonia,Eggs and their products,46.6
Estonia,Fats and oils,573.0
Estonia,"Fish, shellfish and their products",19.0
Estonia,Foods for particular nutritional uses,0.0
Estonia,Fruits and their products,105.6
Estonia,Meat and meat products,311.8
Estonia,Milk and milk products,618.0
Estonia,Miscellaneous,14.8
Estonia,"Pulses, seeds and nuts and their products",105.2
Estonia,"Roots, tubers, plantains and their products",116.4
Estonia,Spices and condiments,13.2
Estonia,Sweets and sugars,416.8
Estonia,Vegetables and their products,59.0
Eswatini,Beverages,137.8
Eswatini,Cereals and their products,1227.2
Eswatini,Eggs and their products,5.6
Eswatini,Fats and oils,225.4
Eswatini,"Fish, shellfish and their products",8.4
Eswatini,Foods for particular nutritional uses,1.6
Eswatini,Fruits and their products,56.0
Eswatini,Meat and meat products,132.8
Eswatini,Milk and milk products,90.0
Eswatini,Miscellaneous,29.6
Eswatini,"Pulses, seeds and nuts and their products",65.4
Eswatini,"Roots, tubers, plantains and their products",161.2
Eswatini,Spices and condiments,17.6
Eswatini,Sweets and sugars,346.6
Eswatini,Vegetables and their products,20.8
Ethiopia,Beverages,23.2
Ethiopia,Cereals and their products,1831.8
Ethiopia,Eggs and their products,1.0
Ethiopia,Fats and oils,148.2
Ethiopia,"Fish, shellfish and their products",1.0
Ethiopia,Foods for particular nutritional uses,0.0
Ethiopia,Fruits and their products,21.6
Ethiopia,Meat and meat products,37.4
Ethiopia,Milk and milk products,64.2
Ethiopia,Miscellaneous,1.0
Ethiopia,"Pulses, seeds and nuts and their products",216.8
Ethiopia,"Roots, tubers, plantains and their products",61.4
Ethiopia,Spices and condiments,36.6
Ethiopia,Sweets and sugars,81.2
Ethiopia,Vegetables and their products,12.8
Fiji,Beverages,179.0
Fiji,Cereals and their products,844.6
Fiji,Eggs and their products,25.4
Fiji,Fats and oils,443.2
Fiji,"Fish, shellfish and their products",59.6
Fiji,Foods for particular nutritional uses,0.0
Fiji,Fruits and their products,53.2
Fiji,Meat and meat products,237.4
Fiji,Milk and milk products,72.8
Fiji,Miscellaneous,20.0
Fiji,"Pulses, seeds and nuts and their products",145.6
Fiji,"Roots, tubers, plantains and their products",401.4
Fiji,Spices and condiments,17.2
Fiji,Sweets and sugars,326.6
Fiji,Vegetables and their products,72.8
Finland,Beverages,187.4
Finland,Cereals and their products,835.6
Finland,Eggs and their products,38.2
Finland,Fats and oils,384.0
Finland,"Fish, shellfish and their products",57.0
Finland,Foods for particular nutritional uses,6.4
Finland,Fruits and their products,94.2
Finland,Meat and meat products,374.2
Finland,Milk and milk products,550.8
Finland,Miscellaneous,43.0
Finland,"Pulses, seeds and nuts and their products",83.0
Finland,"Roots, tubers, plantains and their products",108.8
Finland,Spices and condiments,4.0
Finland,Sweets and sugars,522.4
Finland,Vegetables and their products,62.4
France,Beverages,247.2
France,Cereals and their products,889.6
France,Eggs and their products,46.6
France,Fats and oils,674.8
France,"Fish, shellfish and their products",51.0
France,Foods for particular nutritional uses,0.0
France,Fruits and their products,109.6
France,Meat and meat products,395.6
France,Milk and milk products,404.4
France,Miscellaneous,11.6
France,"Pulses, seeds and nuts and their products",74.0
France,"Roots, tubers, plantains and their products",100.4
France,Spices and condiments,4.8
France,Sweets and sugars,413.4
France,Vegetables and their products,71.6
French Polynesia,Beverages,132.0
French Polynesia,Cereals and their products,776.0
French Polynesia,Eggs and their products,40.8
French Polynesia,Fats and oils,470.8
French Polynesia,"Fish, shellfish and their products",93.2
French Polynesia,Foods for particular nutritional uses,14.8
French Polynesia,Fruits and their products,82.4
French Polynesia,Meat and meat products,434.4
French Polynesia,Milk and milk products,172.6
French Polynesia,Miscellaneous,73.0
French Polynesia,"Pulses, seeds and nuts and their products",142.2
French Polynesia,"Roots, tubers, plantains and their products",128.6
French Polynesia,Spices and condiments,6.4
French Polynesia,Sweets and sugars,473.2
French Polynesia,Vegetables and their products,42.2
Gabon,Beverages,113.6
Gabon,Cereals and their products,898.4
Gabon,Eggs and their products,3.0
Gabon,Fats and oils,162.6
Gabon,"Fish, shellfish and their products",61.2
Gabon,Foods for particular nutritional uses,8.4
Gabon,Fruits and their products,27.8
Gabon,Meat and meat products,288.6
Gabon,Milk and milk products,59.8
Gabon,Miscellaneous,13.4
Gabon,"Pulses, seeds and nuts and their products",151.4
Gabon,"Roots, tubers, plantains and their products",636.6
Gabon,Spices and condiments,1.2
Gabon,Sweets and sugars,199.8
Gabon,Vegetables and their products,27.6
Gambia,Beverages,38.8
Gambia,Cereals and their products,1301.0
Gambia,Eggs and their products,8.8
Gambia,Fats and oils,212.4
Gambia,"Fish, shellfish and their products",42.2
Gambia,Foods for particular nutritional uses,2.8
Gambia,Fruits and their products,5.4
Gambia,Meat and meat products,69.2
Gambia,Milk and milk products,86.2
Gambia,Miscellaneous,18.6
Gambia,"Pulses, seeds and nuts and their products",96.2
Gambia,"Roots, tubers, plantains and their products",18.4
Gambia,Spices and condiments,1.8
Gambia,Sweets and sugars,499.6
Gambia,Vegetables and their products,14.2
Georgia,Beverages,86.2
Georgia,Cereals and their products,1239.2
Georgia,Eggs and their products,38.2
Georgia,Fats and oils,302.4
Georgia,"Fish, shellfish and their products",19.8
Georgia,Foods for particular nutritional uses,2.6
Georgia,Fruits and their products,82.4
Georgia,Meat and meat products,181.0
Georgia,Milk and milk products,324.4
Georgia,Miscellaneous,32.0
Georgia,"Pulses, seeds and nuts and their products",49.4
Georgia,"Roots, tubers, plantains and their products",87.4
Georgia,Spices and condiments,3.2
Georgia,Sweets and sugars,519.2
Georgia,Vegetables and their products,44.4
Germany,Beverages,225.0
Germany,Cereals and their products,743.0
Germany,Eggs and their products,52.2
Germany,Fats and oils,850.8
Germany,"Fish, shellfish and their products",26.8
Germany,Foods for particular nutritional uses,0.0
Germany,Fruits and their products,123.4
Germany,Meat and meat products,319.2
Germany,Milk and milk products,497.4
Germany,Miscellaneous,0.0
Germany,"Pulses, seeds and nuts and their products",104.2
Germany,"Roots, tubers, plantains and their products",117.8
Germany,Spices and condiments,7.6
Germany,Sweets and sugars,458.8
Germany,Vegetables and their products,71.8
Ghana,Beverages,31.4
Ghana,Cereals and their products,852.8
Ghana,Eggs and their products,4.0
Ghana,Fats and oils,177.6
Ghana,"Fish, shellfish and their products",49.6
Ghana,Foods for particular nutritional uses,0.0
Ghana,Fruits and their products,38.6
Ghana,Meat and meat products,83.0
Ghana,Milk and milk products,12.4
Ghana,Miscellaneous,7.6
Ghana,"Pulses, seeds and nuts and their products",165.8
Ghana,"Roots, tubers, plantains and their products",1497.2
Ghana,Spices and condiments,28.8
Ghana,Sweets and sugars,130.2
Ghana,Vegetables and their products,22.6
Greece,Beverages,113.6
Greece,Cereals and their products,767.2
Greece,Eggs and their products,31.6
Greece,Fats and oils,667.6
Greece,"Fish, shellfish and their products",31.6
Greece,Foods for particular nutritional uses,9.2
Greece,Fruits and their products,277.4
Greece,Meat and meat products,309.2
Greece,Milk and milk products,423.0
Greece,Miscellaneous,0.0
Greece,"Pulses, seeds and nuts and their products",138.0
Greece,"Roots, tubers, plantains and their products",92.8
Greece,Spices and condiments,3.2
Greece,Sweets and sugars,406.6
Greece,Vegetables and their products,80.8
Grenada,Beverages,162.2
Grenada,Cereals and their products,449.6
Grenada,Eggs and their products,72.6
Grenada,Fats and oils,376.6
Grenada,"Fish, shellfish and their products",50.6
Grenada,Foods for particular nutritional uses,7.0
Grenada,Fruits and their products,169.8
Grenada,Meat and meat products,361.6
Grenada,Milk and milk products,204.6
Grenada,Miscellaneous,169.8
Grenada,"Pulses, seeds and nuts and their products",122.2
Grenada,"Roots, tubers, plantains and their products",70.8
Grenada,Spices and condiments,29.4
Grenada,Sweets and sugars,445.8
Grenada,Vegetables and their products,49.6
Guatemala,Beverages,56.6
Guatemala,Cereals and their products,1154.6
Guatemala,Eggs and their products,42.6
Guatemala,Fats and oils,281.0
Guatemala,"Fish, shellfish and their products",7.2
Guatemala,Foods for particular nutritional uses,3.2
Guatemala,Fruits and their products,134.0
Guatemala,Meat and meat products,185.4
Guatemala,Milk and milk products,80.0
Guatemala,Miscellaneous,0.0
Guatemala,"Pulses, seeds and nuts and their products",141.6
Guatemala,"Roots, tubers, plantains and their products",56.2
Guatemala,Spices and condiments,2.0
Guatemala,Sweets and sugars,554.4
Guatemala,Vegetables and their products,41.2
Guinea,Beverages,11.8
Guinea,Cereals and their products,1242.0
Guinea,Eggs and their products,7.0
Guinea,Fats and oils,378.0
Guinea,"Fish, shellfish and their products",23.4
Guinea,Foods for particular nutritional uses,1.2
Guinea,Fruits and their products,80.0
Guinea,Meat and meat products,77.4
Guinea,Milk and milk products,36.0
Guinea,Miscellaneous,7.6
Guinea,"Pulses, seeds and nuts and their products",111.4
Guinea,"Roots, tubers, plantains and their products",662.0
Guinea,Spices and condiments,0.0
Guinea,Sweets and sugars,181.2
Guinea,Vegetables and their products,45.8
Guinea-Bissau,Beverages,50.0
Guinea-Bissau,Cereals and their products,1482.2
Guinea-Bissau,Eggs and their products,4.6
Guinea-Bissau,Fats and oils,464.6
Guinea-Bissau,"Fish, shellfish and their products",4.6
Guinea-Bissau,Foods for particular nutritional uses,1.0
Guinea-Bissau,Fruits and their products,28.8
Guinea-Bissau,Meat and meat products,83.6
Guinea-Bissau,Milk and milk products,36.0
Guinea-Bissau,Miscellaneous,9.2
Guinea-Bissau,"Pulses, seeds and nuts and their products",122.4
Guinea-Bissau,"Roots, tubers, plantains and their products",206.4
Guinea-Bissau,Spices and condiments,0.0
Guinea-Bissau,Sweets and sugars,39.2
Guinea-Bissau,Vegetables and their products,14.4
Guyana,Beverages,109.6
Guyana,Cereals and their products,986.0
Guyana,Eggs and their products,4.6
Guyana,Fats and oils,159.8
Guyana,"Fish, shellfish and their products",44.6
Guyana,Foods for particular nutritional uses,6.8
Guyana,Fruits and their products,226.6
Guyana,Meat and meat products,307.4
Guyana,Milk and milk products,209.0
Guyana,Miscellaneous,27.2
Guyana,"Pulses, seeds and nuts and their products",115.6
Guyana,"Roots, tubers, plantains and their products",328.2
Guyana,Spices and condiments,103.2
Guyana,Sweets and sugars,378.8
Guyana,Vegetables and their products,173.6
Haiti,Beverages,94.0
Haiti,Cereals and their products,966.4
Haiti,Eggs and their products,1.6
Haiti,Fats and oils,172.2
Haiti,"Fish, shellfish and their products",11.4
Haiti,Foods for particular nutritional uses,1.0
Haiti,Fruits and their products,122.8
Haiti,Meat and meat products,104.8
Haiti,Milk and milk products,20.8
Haiti,Miscellaneous,6.6
Haiti,"Pulses, seeds and nuts and their products",105.0
Haiti,"Roots, tubers, plantains and their products",153.2
Haiti,Spices and condiments,0.0
Haiti,Sweets and sugars,263.4
Haiti,Vegetables and their products,15.8
Honduras,Beverages,78.0
Honduras,Cereals and their products,1089.4
Honduras,Eggs and their products,14.0
Honduras,Fats and oils,519.6
Honduras,"Fish, shellfish and their products",9.8
Honduras,Foods for particular nutritional uses,3.0
Honduras,Fruits and their products,44.6
Honduras,Meat and meat products,154.6
Honduras,Milk and milk products,115.8
Honduras,Miscellaneous,20.6
Honduras,"Pulses, seeds and nuts and their products",120.2
Honduras,"Roots, tubers, plantains and their products",42.2
Honduras,Spices and condiments,1.6
Honduras,Sweets and sugars,405.4
Honduras,Vegetables and their products,15.6
Hungary,Beverages,236.0
Hungary,Cereals and their products,836.0
Hungary,Eggs and their products,49.2
Hungary,Fats and oils,866.0
Hungary,"Fish, shellfish and their products",12.8
Hungary,Foods for particular nutritional uses,0.8
Hungary,Fruits and their products,88.2
Hungary,Meat and meat products,353.6
Hungary,Milk and milk products,275.2
Hungary,Miscellaneous,0.0
Hungary,"Pulses, seeds and nuts and their products",32.4
Hungary,"Roots, tubers, plantains and their products",69.0
Hungary,Spices and condiments,4.0
Hungary,Sweets and sugars,533.4
Hungary,Vegetables and their products,69.6
Iceland,Beverages,218.4
Iceland,Cereals and their products,704.2
Iceland,Eggs and their products,34.4
Iceland,Fats and oils,484.8
Iceland,"Fish, shellfish and their products",167.2
Iceland,Foods for particular nutritional uses,3.0
Iceland,Fruits and their products,114.6
Iceland,Meat and meat products,496.8
Iceland,Milk and milk products,525.2
Iceland,Miscellaneous,66.8
Iceland,"Pulses, seeds and nuts and their products",59.0
Iceland,"Roots, tubers, plantains and their products",82.4
Iceland,Spices and condiments,11.2
Iceland,Sweets and sugars,656.4
Iceland,Vegetables and their products,58.6
India,Beverages,18.2
India,Cereals and their products,1325.0
India,Eggs and their products,15.0
India,Fats and oils,306.2
India,"Fish, shellfish and their products",17.6
India,Foods for particular nutritional uses,0.0
India,Fruits and their products,87.2
India,Meat and meat products,26.8
India,Milk and milk products,202.2
India,Miscellaneous,0.0
India,"Pulses, seeds and nuts and their products",202.2
India,"Roots, tubers, plantains and their products",57.2
India,Spices and condiments,29.6
India,Sweets and sugars,216.2
India,Vegetables and their products,72.2
Indonesia,Beverages,6.6
Indonesia,Cereals and their products,1394.0
Indonesia,Eggs and their products,63.6
Indonesia,Fats and oils,388.8
Indonesia,"Fish, shellfish and their products",84.6
Indonesia,Foods for particular nutritional uses,0.0
Indonesia,Fruits and their products,109.0
Indonesia,Meat and meat products,78.0
Indonesia,Milk and milk products,21.6
Indonesia,Miscellaneous,0.0
Indonesia,"Pulses, seeds and nuts and their products",192.4
Indonesia,"Roots, tubers, plantains and their products",214.6
Indonesia,Spices and condiments,13.0
Indonesia,Sweets and sugars,281.8
Indonesia,Vegetables and their products,42.2
Iran (Islamic Republic of),Beverages,13.8
Iran (Islamic Republic of),Cereals and their products,1425.6
Iran (Islamic Republic of),Eggs and their products,30.8
Iran (Islamic Republic of),Fats and oils,419.4
Iran (Islamic Republic of),"Fish, shellfish and their products",24.2
Iran (Islamic Republic of),Foods for particular nutritional uses,0.0
Iran (Islamic Republic of),Fruits and their products,210.8
Iran (Islamic Republic of),Meat and meat products,138.8
Iran (Islamic Republic of),Milk and milk products,69.2
Iran (Islamic Republic of),Miscellaneous,0.6
Iran (Islamic Republic of),"Pulses, seeds and nuts and their products",124.0
Iran (Islamic Republic of),"Roots, tubers, plantains and their products",45.6
Iran (Islamic Republic of),Spices and condiments,6.8
Iran (Islamic Republic of),Sweets and sugars,313.6
Iran (Islamic Republic of),Vegetables and their products,61.8
Iraq,Beverages,30.6
Iraq,Cereals and their products,1492.6
Iraq,Eggs and their products,11.8
Iraq,Fats and oils,370.8
Iraq,"Fish, shellfish and their products",5.8
Iraq,Foods for particular nutritional uses,5.2
Iraq,Fruits and their products,134.2
Iraq,Meat and meat products,89.4
Iraq,Milk and milk products,62.2
Iraq,Miscellaneous,13.6
Iraq,"Pulses, seeds and nuts and their products",111.8
Iraq,"Roots, tubers, plantains and their products",27.4
Iraq,Spices and condiments,7.0
Iraq,Sweets and sugars,296.0
Iraq,Vegetables and their products,52.0
Ireland,Beverages,295.4
Ireland,Cereals and their products,918.2
Ireland,Eggs and their products,34.2
Ireland,Fats and oils,616.2
Ireland,"Fish, shellfish and their products",35.4
Ireland,Fruits and their products,80.8
Ireland,Meat and meat products,484.2
Ireland,Milk and milk products,632.0
Ireland,Miscellaneous,36.8
Ireland,"Pulses, seeds and nuts and their products",68.4
Ireland,"Roots, tubers, plantains and their products",138.2
Ireland,Spices and condiments,7.4
Ireland,Sweets and sugars,503.0
Ireland,Vegetables and their products,77.0
Israel,Beverages,93.8
Israel,Cereals and their products,1091.2
Israel,Eggs and their products,41.6
Israel,Fats and oils,653.6
Israel,"Fish, shellfish and their products",42.6
Israel,Foods for particular nutritional uses,4.8
Israel,Fruits and their products,192.8
Israel,Meat and meat products,463.2
Israel,Milk and milk products,339.6
Israel,Miscellaneous,20.4
Israel,"Pulses, seeds and nuts and their products",227.4
Israel,"Roots, tubers, plantains and their products",68.2
Israel,Spices and condiments,9.2
Israel,Sweets and sugars,448.2
Israel,Vegetables and their products,115.0
Italy,Beverages,154.6
Italy,Cereals and their products,1058.6
Italy,Eggs and their products,42.8
Italy,Fats and oils,856.4
Italy,"Fish, shellfish and their products",51.8
Italy,Foods for particular nutritional uses,5.2
Italy,Fruits and their products,166.0
Italy,Meat and meat products,323.4
Italy,Milk and milk products,408.8
Italy,Miscellaneous,0.0
Italy,"Pulses, seeds and nuts and their products",127.4
Italy,"Roots, tubers, plantains and their products",78.8
Italy,Spices and condiments,2.0
Italy,Sweets and sugars,356.4
Italy,Vegetables and their products,55.2
Jamaica,Beverages,73.0
Jamaica,Cereals and their products,875.6
Jamaica,Eggs and their products,11.0
Jamaica,Fats and oils,384.6
Jamaica,"Fish, shellfish and their products",54.6
Jamaica,Foods for particular nutritional uses,5.8
Jamaica,Fruits and their products,112.0
Jamaica,Meat and meat products,262.2
Jamaica,Milk and milk products,170.4
Jamaica,Miscellaneous,46.0
Jamaica,"Pulses, seeds and nuts and their products",51.0
Jamaica,"Roots, tubers, plantains and their products",260.0
Jamaica,Spices and condiments,61.0
Jamaica,Sweets and sugars,442.6
Jamaica,Vegetables and their products,70.8
Jordan,Beverages,46.6
Jordan,Cereals and their products,1026.8
Jordan,Eggs and their products,15.6
Jordan,Fats and oils,493.8
Jordan,"Fish, shellfish and their products",9.8
Jordan,Foods for particular nutritional uses,3.6
Jordan,Fruits and their products,74.2
Jordan,Meat and meat products,159.2
Jordan,Milk and milk products,132.2
Jordan,Miscellaneous,8.8
Jordan,"Pulses, seeds and nuts and their products",127.8
Jordan,"Roots, tubers, plantains and their products",44.8
Jordan,Spices and condiments,7.8
Jordan,Sweets and sugars,365.0
Jordan,Vegetables and their products,66.0
Kazakhstan,Beverages,99.4
Kazakhstan,Cereals and their products,853.4
Kazakhstan,Eggs and their products,36.8
Kazakhstan,Fats and oils,588.4
Kazakhstan,"Fish, shellfish and their products",8.2
Kazakhstan,Foods for particular nutritional uses,2.6
Kazakhstan,Fruits and their products,148.6
Kazakhstan,Meat and meat products,316.2
Kazakhstan,Milk and milk products,301.8
Kazakhstan,Miscellaneous,10.4
Kazakhstan,"Pulses, seeds and nuts and their products",144.2
Kazakhstan,"Roots, tubers, plantains and their products",92.8
Kazakhstan,Spices and condiments,7.4
Kazakhstan,Sweets and sugars,349.2
Kazakhstan,Vegetables and their products,149.6
Kenya,Beverages,26.6
Kenya,Cereals and their products,949.2
Kenya,Eggs and their products,5.0
Kenya,Fats and oils,209.6
Kenya,"Fish, shellfish and their products",5.2
Kenya,Foods for particular nutritional uses,0.6
Kenya,Fruits and their products,112.8
Kenya,Meat and meat products,57.0
Kenya,Milk and milk products,166.0
Kenya,Miscellaneous,1.0
Kenya,"Pulses, seeds and nuts and their products",192.0
Kenya,"Roots, tubers, plantains and their products",148.0
Kenya,Spices and condiments,2.6
Kenya,Sweets and sugars,287.4
Kenya,Vegetables and their products,36.2
Kiribati,Beverages,26.6
Kiribati,Cereals and their products,937.0
Kiribati,Eggs and their products,10.6
Kiribati,Fats and oils,295.6
Kiribati,"Fish, shellfish and their products",151.0
Kiribati,Foods for particular nutritional uses,1.2
Kiribati,Fruits and their products,111.4
Kiribati,Meat and meat products,201.8
Kiribati,Milk and milk products,54.6
Kiribati,Miscellaneous,27.2
Kiribati,"Pulses, seeds and nuts and their products",725.4
Kiribati,"Roots, tubers, plantains and their products",35.0
Kiribati,Spices and condiments,7.8
Kiribati,Sweets and sugars,491.6
Kiribati,Vegetables and their products,33.4
Kuwait,Beverages,52.6
Kuwait,Cereals and their products,1197.4
Kuwait,Eggs and their products,54.4
Kuwait,Fats and oils,491.4
Kuwait,"Fish, shellfish and their products",26.2
Kuwait,Foods for particular nutritional uses,8.4
Kuwait,Fruits and their products,225.4
Kuwait,Meat and meat products,313.6
Kuwait,Milk and milk products,206.0
Kuwait,Miscellaneous,32.2
Kuwait,"Pulses, seeds and nuts and their products",103.8
Kuwait,"Roots, tubers, plantains and their products",73.2
Kuwait,Spices and condiments,27.8
Kuwait,Sweets and sugars,406.2
Kuwait,Vegetables and their products,117.0
Kyrgyzstan,Beverages,70.6
Kyrgyzstan,Cereals and their products,1032.0
Kyrgyzstan,Eggs and their products,18.4
Kyrgyzstan,Fats and oils,173.2
Kyrgyzstan,"Fish, shellfish and their products",2.6
Kyrgyzstan,Foods for particular nutritional uses,1.2
Kyrgyzstan,Fruits and their products,60.4
Kyrgyzstan,Meat and meat products,202.4
Kyrgyzstan,Milk and milk products,417.2
Kyrgyzstan,Miscellaneous,5.4
Kyrgyzstan,"Pulses, seeds and nuts and their products",149.6
Kyrgyzstan,"Roots, tubers, plantains and their products",184.8
Kyrgyzstan,Spices and condiments,4.4
Kyrgyzstan,Sweets and sugars,225.6
Kyrgyzstan,Vegetables and their products,132.4
Lao People's Democratic Republic,Beverages,69.2
Lao People's Democratic Republic,Cereals and their products,1567.2
Lao People's Democratic Republic,Eggs and their products,6.6
Lao People's Democratic Republic,Fats and oils,106.4
Lao People's Democratic Republic,"Fish, shellfish and their products",61.2
Lao People's Democratic Republic,Foods for particular nutritional uses,1.2
Lao People's Democratic Republic,Fruits and their products,192.0
Lao People's Democratic Republic,Meat and meat products,168.0
Lao People's Democratic Republic,Milk and milk products,15.8
Lao People's Democratic Republic,Miscellaneous,17.0
Lao People's Democratic Republic,"Pulses, seeds and nuts and their products",57.6
Lao People's Democratic Republic,"Roots, tubers, plantains and their products",557.2
Lao People's Democratic Republic,Spices and condiments,25.4
Lao People's Democratic Republic,Sweets and sugars,177.6
Lao People's Democratic Republic,Vegetables and their products,139.4
Latvia,Beverages,203.2
Latvia,Cereals and their products,815.4
Latvia,Eggs and their products,38.2
Latvia,Fats and oils,680.8
Latvia,"Fish, shellfish and their products",60.6
Latvia,Foods for particular nutritional uses,3.4
Latvia,Fruits and their products,86.4
Latvia,Meat and meat products,343.8
Latvia,Milk and milk products,353.4
Latvia,Miscellaneous,16.6
Latvia,"Pulses, seeds and nuts and their products",48.0
Latvia,"Roots, tubers, plantains and their products",124.8
Latvia,Spices and condiments,5.6
Latvia,Sweets and sugars,430.4
Latvia,Vegetables and their products,66.6
Lebanon,Beverages,71.6
Lebanon,Cereals and their products,1034.4
Lebanon,Eggs and their products,22.4
Lebanon,Fats and oils,427.2
Lebanon,"Fish, shellfish and their products",10.6
Lebanon,Foods for particular nutritional uses,7.4
Lebanon,Fruits and their products,154.2
Lebanon,Meat and meat products,163.6
Lebanon,Milk and milk products,160.0
Lebanon,Miscellaneous,2.8
Lebanon,"Pulses, seeds and nuts and their products",160.6
Lebanon,"Roots, tubers, plantains and their products",91.8
Lebanon,Spices and condiments,5.2
Lebanon,Sweets and sugars,450.0
Lebanon,Vegetables and their products,89.0
Lesotho,Beverages,71.8
Lesotho,Cereals and their products,1137.2
Lesotho,Eggs and their products,2.0
Lesotho,Fats and oils,114.6
Lesotho,"Fish, shellfish and their products",4.4
Lesotho,Foods for particular nutritional uses,3.2
Lesotho,Fruits and their products,14.8
Lesotho,Meat and meat products,81.0
Lesotho,Milk and milk products,152.2
Lesotho,Miscellaneous,9.6
Lesotho,"Pulses, seeds and nuts and their products",35.0
Lesotho,"Roots, tubers, plantains and their products",103.8
Lesotho,Spices and condiments,8.2
Lesotho,Sweets and sugars,110.0
Lesotho,Vegetables and their products,17.0
Liberia,Beverages,38.4
Liberia,Cereals and their products,1103.2
Liberia,Eggs and their products,6.4
Liberia,Fats and oils,219.2
Liberia,"Fish, shellfish and their products",9.2
Liberia,Foods for particular nutritional uses,1.4
Liberia,Fruits and their products,48.2
Liberia,Meat and meat products,100.6
Liberia,Milk and milk products,7.4
Liberia,Miscellaneous,9.0
Liberia,"Pulses, seeds and nuts and their products",40.6
Liberia,"Roots, tubers, plantains and their products",412.6
Liberia,Spices and condiments,0.6
Liberia,Sweets and sugars,83.0
Liberia,Vegetables and their products,20.4
Libya,Beverages,29.6
Libya,Cereals and their products,1044.0
Libya,Eggs and their products,30.8
Libya,Fats and oils,503.8
Libya,"Fish, shellfish and their products",32.8
Libya,Foods for particular nutritional uses,9.4
Libya,Fruits and their products,218.2
Libya,Meat and meat products,191.8
Libya,Milk and milk products,187.2
Libya,Miscellaneous,16.8
Libya,"Pulses, seeds and nuts and their products",121.8
Libya,"Roots, tubers, plantains and their products",43.8
Libya,Spices and condiments,18.6
Libya,Sweets and sugars,404.2
Libya,Vegetables and their products,104.0
Lithuania,Beverages,287.8
Lithuania,Cereals and their products,958.2
Lithuania,Eggs and their products,45.2
Lithuania,Fats and oils,416.2
Lithuania,"Fish, shellfish and their products",58.8
Lithuania,Foods for particular nutritional uses,2.0
Lithuania,Fruits and their products,78.8
Lithuania,Meat and meat products,415.0
Lithuania,Milk and milk products,487.2
Lithuania,Miscellaneous,0.0
Lithuania,"Pulses, seeds and nuts and their products",85.4
Lithuania,"Roots, tubers, plantains and their products",95.4
Lithuania,Spices and condiments,3.8
Lithuania,Sweets and sugars,363.0
Lithuania,Vegetables and their products,61.6
Luxembourg,Beverages,544.4
Luxembourg,Cereals and their products,810.6
Luxembourg,Eggs and their products,68.0
Luxembourg,Fats and oils,379.6
Luxembourg,"Fish, shellfish and their products",46.8
Luxembourg,Foods for particular nutritional uses,8.6
Luxembourg,Fruits and their products,115.0
Luxembourg,Meat and meat products,456.8
Luxembourg,Milk and milk products,409.4
Luxembourg,Miscellaneous,71.0
Luxembourg,"Pulses, seeds and nuts and their products",45.0
Luxembourg,"Roots, tubers, plantains and their products",68.4
Luxembourg,Spices and condiments,11.2
Luxembourg,Sweets and sugars,388.4
Luxembourg,Vegetables and their products,75.2
Madagascar,Beverages,9.0
Madagascar,Cereals and their products,1236.2
Madagascar,Eggs and their products,2.0
